Descriptores,2008|Artes visuales y plásticas,2008|Artes escénicas y espectáculos,2008|Música y conciertos,"2008|Libros, impresiones y prensa",2008|Medios audiovisuales,2008|Artesanías,2008|Diseño y servicios creativos,2008|Patrimonio cutural y natural,2008|Formación y difusión cultural,2008|Contenidos digitales e internet,2008|Total cultura,2008|Valor agregado bruto,2009|Artes visuales y plásticas,2009|Artes escénicas y espectáculos,2009|Música y conciertos,"2009|Libros, impresiones y prensa",2009|Medios audiovisuales,2009|Artesanías,2009|Diseño y servicios creativos,2009|Patrimonio cutural y natural,2009|Formación y difusión cultural,2009|Contenidos digitales e internet,2009|Total cultura,2009|Valor agregado bruto,2010|Artes visuales y plásticas,2010|Artes escénicas y espectáculos,2010|Música y conciertos,"2010|Libros, impresiones y prensa",2010|Medios audiovisuales,2010|Artesanías,2010|Diseño y servicios creativos,2010|Patrimonio cutural y natural,2010|Formación y difusión cultural,2010|Contenidos digitales e internet,2010|Total cultura,2010|Valor agregado bruto,2011|Artes visuales y plásticas,2011|Artes escénicas y espectáculos,2011|Música y conciertos,"2011|Libros, impresiones y prensa",2011|Medios audiovisuales,2011|Artesanías,2011|Diseño y servicios creativos,2011|Patrimonio cutural y natural,2011|Formación y difusión cultural,2011|Contenidos digitales e internet,2011|Total cultura,2011|Valor agregado bruto,2012|Artes visuales y plásticas,2012|Artes escénicas y espectáculos,2012|Música y conciertos,"2012|Libros, impresiones y prensa",2012|Medios audiovisuales,2012|Artesanías,2012|Diseño y servicios creativos,2012|Patrimonio cutural y natural,2012|Formación y difusión cultural,2012|Contenidos digitales e internet,2012|Total cultura,2012|Valor agregado bruto,2013|Artes visuales y plásticas,2013|Artes escénicas y espectáculos,2013|Música y conciertos,"2013|Libros, impresiones y prensa",2013|Medios audiovisuales,2013|Artesanías,2013|Diseño y servicios creativos,2013|Patrimonio cutural y natural,2013|Formación y difusión cultural,2013|Contenidos digitales e internet,2013|Total cultura,2013|Valor agregado bruto,2014|Artes visuales y plásticas,2014|Artes escénicas y espectáculos,2014|Música y conciertos,"2014|Libros, impresiones y prensa",2014|Medios audiovisuales,2014|Artesanías,2014|Diseño y servicios creativos,2014|Patrimonio cutural y natural,2014|Formación y difusión cultural,2014|Contenidos digitales e internet,2014|Total cultura,2014|Valor agregado bruto,2015|Artes visuales y plásticas,2015|Artes escénicas y espectáculos,2015|Música y conciertos,"2015|Libros, impresiones y prensa",2015|Medios audiovisuales,2015|Artesanías,2015|Diseño y servicios creativos,2015|Patrimonio cutural y natural,2015|Formación y difusión cultural,2015|Contenidos digitales e internet,2015|Total cultura,2015|Valor agregado bruto,2016|Artes visuales y plásticas,2016|Artes escénicas y espectáculos,2016|Música y conciertos,"2016|Libros, impresiones y prensa",2016|Medios audiovisuales,2016|Artesanías,2016|Diseño y servicios creativos,2016|Patrimonio cutural y natural,2016|Formación y difusión cultural,2016|Contenidos digitales e internet,2016|Total cultura,2016|Valor agregado bruto,2017|Artes visuales y plásticas,2017|Artes escénicas y espectáculos,2017|Música y conciertos,"2017|Libros, impresiones y prensa",2017|Medios audiovisuales,2017|Artesanías,2017|Diseño y servicios creativos,2017|Patrimonio cutural y natural,2017|Formación y difusión cultural,2017|Contenidos digitales e internet,2017|Total cultura,2017|Valor agregado bruto,2018|Artes visuales y plásticas,2018|Artes escénicas y espectáculos,2018|Música y conciertos,"2018|Libros, impresiones y prensa",2018|Medios audiovisuales,2018|Artesanías,2018|Diseño y servicios creativos,2018|Patrimonio cutural y natural,2018|Formación y difusión cultural,2018|Contenidos digitales e internet,2018|Total cultura,2018|Valor agregado bruto,2019|Artes visuales y plásticas,2019|Artes escénicas y espectáculos,2019|Música y conciertos,"2019|Libros, impresiones y prensa",2019|Medios audiovisuales,2019|Artesanías,2019|Diseño y servicios creativos,2019|Patrimonio cutural y natural,2019|Formación y difusión cultural,2019|Contenidos digitales e internet,2019|Total cultura,2019|Valor agregado bruto<C1>,2020|Artes visuales y plásticas,2020|Artes escénicas y espectáculos,2020|Música y conciertos,"2020|Libros, impresiones y prensa",2020|Medios audiovisuales,2020|Artesanías,2020|Diseño y servicios creativos,2020|Patrimonio cutural y natural,2020|Formación y difusión cultural,2020|Contenidos digitales e internet,2020|Total cultura,2020|Valor agregado bruto<C1>,2021|Artes visuales y plásticas,2021|Artes escénicas y espectáculos,2021|Música y conciertos,"2021|Libros, impresiones y prensa",2021|Medios audiovisuales,2021|Artesanías,2021|Diseño y servicios creativos,2021|Patrimonio cutural y natural,2021|Formación y difusión cultural,2021|Contenidos digitales e internet,2021|Total cultura,2021|Valor agregado bruto<C1>,2022|Artes visuales y plásticas<P>,2022|Artes escénicas y espectáculos<P>,2022|Música y conciertos<P>,"2022|Libros, impresiones y prensa<P>",2022|Medios audiovisuales<P>,2022|Artesanías<P>,2022|Diseño y servicios creativos<P>,2022|Patrimonio cutural y natural<P>,2022|Formación y difusión cultural<P>,2022|Contenidos digitales e internet<P>,2022|Total cultura<P>,"2022|Valor agregado bruto<C2,P>",2023|Artes visuales y plásticas<P>,2023|Artes escénicas y espectáculos<P>,2023|Música y conciertos<P>,"2023|Libros, impresiones y prensa<P>",2023|Medios audiovisuales<P>,2023|Artesanías<P>,2023|Diseño y servicios creativos<P>,2023|Patrimonio cutural y natural<P>,2023|Formación y difusión cultural<P>,2023|Contenidos digitales e internet<P>,2023|Total cultura<P>,"2023|Valor agregado bruto<C2,P>"
Millones de pesos a precios corrientes|Nacional|Querétaro,121.393,207.027,1994.134,797.419,2576.784,853.368,1278.537,492.324,700.547,488.676,9510.209,247757.43200000003,114.014,222.355,2194.879,831.598,2439.405,845.195,1309.597,507.598,718.19,506.71,9689.541,251830.75900000002,135.016,220.015,1790.666,768.682,2097.01,923.932,1324.959,523.324,717.007,523.672,9024.283,285329.086,141.643,243.415,2381.816,799.376,2467.52,1026.309,1350.193,541.512,735.148,513.209,10200.141000000001,322153.72400000005,148.05,249.987,1898.812,880.805,2358.297,1108.619,1462.562,583.798,774.663,517.356,9982.949,352301.48699999996,150.949,263.866,1851.437,834.923,2524.108,1134.405,1463.777,616.678,788.62,529.818,10158.581,363922.24199999997,165.572,268.031,1948.077,839.792,2924.238,1176.317,1565.891,614.59,813.89,539.136,10855.534,385999.576,162.383,282.192,2154.51,880.898,3654.867,1316.76,1710.376,675.01,831.949,527.111,12196.056000000002,434745.733,201.003,294.273,2001.131,916.391,3866.829,1372.158,1839.785,665.821,843.481,662.656,12663.527999999998,477777.90799999994,195.006,312.218,1928.433,935.636,4373.153,1498.934,1933.927,724.562,853.448,618.666,13373.982999999998,523382.36,199.925,344.111,1926.044,892.903,4431.945,1691.798,2015.765,786.612,908.223,655.692,13853.018,574691.378,197.145,347.748,2412.502,844.909,4792.488,1739.951,2037.069,808.379,935.306,499.873,14615.370000000003,592863.32,165.47,271.667,1078.428,613.225,3077.529,1464.305,1919.36,839.264,926.86,554.048,10910.156,561563.536,179.8,306.788,1020.988,668.855,3217.542,1803.11,2140.985,908.335,931.663,577.888,11755.954,613548.167,228.055,371.06,730.374,1028.531,3323.601,2031.565,2547.695,1011.091,964.792,619.78,12856.544,674451.9707261537,236.958,463.135,610.873,958.836,3073.926,2023.407,2743.66,1043.515,1048.362,676.158,12878.829999999998,721363.0585234248
Millones de pesos a precios corrientes|Nacional|Quintana Roo,1139.599,1284.416,437.653,523.125,740.852,3816.85,520.766,835.905,421.018,335.925,10056.108999999999,169654.66,1099.242,1334.417,486.065,542.835,767.71,3619.98,505.781,873.978,432.047,353.229,10015.284,163546.50200000004,1189.465,1397.814,441.261,499.89,844.344,3870.922,524.414,915.334,430.862,370.307,10484.613000000001,176053.175,1291.174,1532.022,525.596,514.767,950.195,4654.871,540.82,931.303,441.542,362.786,11745.076,187706.072,1400.423,1631.3,447.474,555.542,1066.159,5126.322,582.384,1074.419,465.877,393.789,12743.689000000002,208033.55500000002,1488.346,1691.577,397.117,528.513,1101.84,5041.278,591.552,1015.04,473.805,387.726,12716.794,217508.68899999995,1565.263,1750.106,398.7,533.935,1196.287,5265.1,635.342,997.801,489.505,393.68,13225.719,237289.20800000004,1661.352,1829.136,468.376,555.482,1281.854,5725.363,690.234,1112.891,500.697,383.096,14208.481000000002,259772.56799999997,1822.177,1963.786,451.47,575.257,1364.445,5386.005,715.426,1106.961,507.46,291.217,14184.203999999998,293948.865,1992.959,2095.703,434.223,580.118,1465.397,6100.459,761.894,1141.705,513.886,303.788,15390.132000000001,320681.4149999999,2132.432,2269.865,417.693,567.135,1516.935,7087.617,809.891,1280.21,547.803,327.756,16957.337,350782.493,2181.989,2393.243,518.294,533.313,1527.123,7114.849,794.259,1013.879,562.427,295.089,16934.465,368323.092,1361.702,1857.952,221.428,398.584,803.097,7188.534,711.067,683.089,559.375,313.364,14098.191999999997,298414.14,1865.334,2409.83,225.605,433.384,940.901,7525.129,839.345,882.198,564.811,314.497,16001.033999999998,345842.786,2974.862,3343.545,220.447,568.791,1216.835,8639.593,917.34,1241.026,584.499,353.639,20060.577,400542.7353148424,3309.472,3768.812,206.992,520.58,1435.147,9015.655,970.512,1396.249,634.281,378.983,21636.683,463516.6447776745
Millones de pesos a precios corrientes|Nacional|San Luis Potosí,201.704,316.79,594.831,683.205,507.713,472.137,487.51,994.319,401.488,309.615,4969.312000000001,227269.423,198.856,333.973,661.837,714.026,529.184,472.591,506.125,1046.674,411.455,317.605,5192.325999999999,225436.34499999997,209.983,357.355,606.567,643.475,550.465,511.816,509.523,1074.213,407.07,331.437,5201.9039999999995,249740.97100000002,230.915,381.131,715.362,660.888,602.457,567.715,564.711,1184.144,416.42,328.846,5652.589,274830.42500000005,242.698,410.779,618.644,713.248,688.298,625.478,575.667,1225.15,439.973,335.001,5874.936000000001,302344.694,253.642,428.301,557.642,675.316,776.336,642.996,593.796,1286.933,445.364,339.377,5999.703,312615.489,265.587,441.762,562.195,685.382,961.395,672.055,615.225,1267.499,458.879,345.015,6274.994,336082.252,283.668,461.51,648.561,708.484,1076.81,731.269,661.65,1361.296,469.594,337.471,6740.313,375738.05999999994,316.549,529.848,642.096,745.189,1068.104,768.913,720.341,1419.493,474.195,418.388,7103.115999999999,424122.109,339.232,555.665,623.452,757.651,1142.551,861.315,751.318,1536.881,477.908,445.29,7491.263000000001,489984.383,365.93,526.972,596.699,736.748,1100.397,953.614,809.795,1563.015,510.919,480.318,7644.407000000001,529176.512,368.636,621.076,761.63,717.591,1197.551,984.506,751.462,2200.218,524.071,516.564,8643.304999999998,525588.295,254.943,465.781,375.431,544.892,721.462,945.104,654.695,1376.939,525.652,455.454,6320.353,522318.062,327.315,551.405,375.045,590.226,796.768,1074.189,784.443,1321.803,531.026,485.953,6838.173000000001,571252.421,480.681,754.8,383.776,773.895,1057.459,1260.056,902.558,1525.745,546.302,507.666,8192.937999999998,647436.6631169649,524.628,867.381,372.029,708.025,1132.999,1312.339,937.984,1876.221,588.214,525.583,8845.403,716212.3004202525
Millones de pesos a precios corrientes|Nacional|Sinaloa,190.436,304.92,855.033,595.093,1088.889,608.348,1735.086,213.913,819.524,689.218,7100.460000000001,282577.48,185.179,309.776,923.444,616.895,1135.773,604.997,1753.289,219.46,836.826,747.228,7332.867,290245.81200000003,198.44,330.763,940.03,561.217,1101.701,658.037,1870.879,226.039,816.202,785.695,7489.003,301913.87799999997,207.192,351.13,1009.118,579.336,1232.329,730.473,1966.711,235.52,828.82,752.711,7893.34,324008.49899999995,221.378,383.377,991.619,624.354,1450.056,812.663,2171.828,255.9,875.979,784.279,8571.432999999999,353211.22799999994,227.265,404.892,991.177,592.973,1709.66,828.615,2300.864,264.774,877.591,811.957,9009.768,360355.592,241.005,415.715,1020.829,600.155,2329.754,865.299,2390.764,263.661,898.799,816.947,9842.928,366524.98600000003,251.284,436.506,1096.618,622.76,2608.383,945.501,2778.398,286.866,917.823,795.075,10739.214000000002,396837.4770000001,276.015,461.179,1128.117,641.109,2443.393,1003.924,2883.534,282.064,920.718,776.355,10816.408000000001,441704.585,296.548,500.031,1278.919,641.114,2588.135,1116.839,2823.447,303.713,915.598,764.842,11229.186,475648.77900000004,332.799,544.811,1183.747,616.375,2503.358,1246.652,2908.564,332.363,980.692,820.602,11469.963000000002,505706.288,345.165,545.586,1458.255,588.34,2482.436,1287.026,3047.345,314.594,995.046,426.693,11490.485999999999,526393.117,214.61,356.867,716.311,442.547,1556.821,1248.252,2550.176,313.396,1011.49,812.373,9222.842999999999,514029.98,293.65,482.089,1028.226,473.401,1562.552,1425.342,2828.948,814.104,1017.552,813.033,10738.896999999999,574562.357,437.556,685.174,1407.77,691.239,2037.455,1642.499,3155.733,322.788,1031.591,855.595,12267.4,636571.2232333384,476.397,792.885,1516.194,612.965,2053.236,1718.505,3440.589,412.358,1089.662,859.772,12972.563000000002,660446.3884148013
Millones de pesos a precios corrientes|Nacional|Sonora,215.723,259.791,653.263,770.037,1019.111,342.364,768.801,400.131,517.235,1013.445,5959.901,362530.868,209.884,269.802,722.749,782.582,1050.503,338.007,780.723,417.634,528.1,1083.869,6183.853,354950.27400000003,222.67,284.575,650.592,746.368,1055.644,365.28,797.618,433.937,518.769,1130.347,6205.8,377918.27400000003,236.45,304.485,792.479,787.479,1201.99,404.304,825.564,456.143,526.977,1093.317,6629.188,437169.285,251.165,324.382,685.599,819.389,1280.781,448.366,888.754,486.112,555.416,1122.348,6862.312000000001,481981.564,256.82,342.274,649.108,795.326,1425.601,444.824,895.424,506.896,558.796,1155.848,7030.917,504127.83400000003,274.375,350.833,670.676,806.297,1716.004,464.274,958.026,510.718,572.862,1170.085,7494.15,524148.492,292.503,371.529,756.513,835.355,1937.359,515.689,1065.055,559.692,583.908,1148.101,8065.7040000000015,581513.5499999999,330.506,399.978,774.812,866.244,1966.181,527.276,1118.645,556.356,586.183,846.417,7972.598,656783.557,340.307,432.464,737.594,864.701,2062.101,578.517,1167.613,596.776,584.445,1104.99,8469.508,708438.122,374.123,475.451,732.022,840.083,2089.723,656.469,1213.311,651.612,622.786,1173.493,8829.073,743562.51,389.973,576.373,875.602,782.47,2116.152,671.167,1252.455,623.397,630.946,939.923,8858.458,761816.056,274.526,389.756,461.01,614.554,1287.988,625.529,1183.513,518.079,633.265,1456.581,7444.801,762784.942,334.265,481.694,494.391,645.76,1443.957,739.314,1340.484,537.512,633.936,1530.075,8181.387999999999,869929.883,477.707,661.677,489.062,751.837,1932.729,807.554,1535.164,607.564,645.906,1584.479,9493.679,955054.0573932434,518.933,771.566,471.413,605.185,2003.168,804.742,1649.518,757.27,686.522,1658.761,9927.078000000001,1035778.1217257843
Millones de pesos a precios corrientes|Nacional|Tabasco,137.005,122.193,479.786,544.561,343.005,221.702,357.476,324.474,452.321,640.576,3623.099,390553.69299999997,132.705,122.785,534.652,569.274,352.826,225.45,366.274,331.594,461.895,657.544,3754.9990000000003,354149.363,140.25,131.083,483.513,505.235,367.483,242.862,374.506,344.453,451.638,704.756,3745.779,418051.84199999995,149.269,133.23,575.241,513.532,387.134,259.183,380.5,327.72,459.22,698.506,3883.5350000000003,517656.39699999994,162.909,148.417,490.141,560.926,449.136,281.589,426.068,367.772,485.039,735.437,4107.433999999999,554171.855,167.931,155.959,433.948,524.749,505.047,289.609,412.725,385.404,486.842,742.107,4104.321,531688.2860000001,185.779,163.542,436.676,530.903,618.713,311.465,431.554,395.254,498.805,751.392,4324.083,541650.175,200.327,172.377,514.375,551.385,694.879,343.609,470.601,430.812,509.361,733.85,4621.576,403745.115,239.377,174.074,494.996,575.123,700.606,347.329,484.366,430.919,511.769,683.956,4642.515,402355.22699999996,228.225,186.909,473.287,570.231,742.981,378.717,493.723,456.539,509.8,726.477,4766.889,446274.60400000005,244.743,202.205,446.802,550.389,748.386,432.295,509.556,501.18,545.45,794.198,4975.204000000001,457928.594,275,223.294,572.152,519.458,771.216,438.885,523.253,510.808,553.752,846.427,5234.245,468054.378,195.024,156.732,280.744,377.93,382.864,392.227,479.437,473.856,561.366,754.741,4054.9210000000003,464330.984,217.255,176.628,255.358,404.027,423.529,462.664,538.542,462.05,564.32,812.163,4316.536,573177.291,298.453,232.299,160.189,346.558,556.104,526.602,540.537,476.339,573.473,895.303,4605.857,707089.4245385427,328.937,274.704,155.594,314.699,625.872,527.916,572.915,572.417,607.607,981.638,4962.299,758644.6454023002
Millones de pesos a precios corrientes|Nacional|Tamaulipas,244.945,323.844,3312.195,838.92,5045.7,245.65,509.884,475.594,467.999,3198.166,14662.896999999997,424723.09199999995,238.085,332.133,3649.999,863.829,4658.413,250.765,510.341,500.453,478.967,3279.57,14762.554999999998,390871.02799999993,253.76,341.909,2968.854,809.345,4029.499,266.438,522.356,516.296,475.154,3334.891,13518.501999999999,415373.28800000006,276.365,388.791,3980.914,843.79,4659.411,295.101,531.203,551.802,485.504,3269.357,15282.238000000001,432712.146,296.284,407.653,3182.788,911.11,4412.434,320.456,563.682,592.301,511.622,3184.674,14383.004,473619.18600000005,308.449,430.477,3127.169,869.715,4611.263,320.65,561.766,622.664,518.571,3228.354,14599.078,479938.958,325.501,436.273,3293.776,877.628,5106.308,340.557,596.664,622.27,533.805,3297.743,15430.525000000003,510894.23000000004,351.85,459.88,3618.285,915.132,6646.591,370.918,650.649,681.871,545.122,3233.735,17474.032999999996,555700.403,392.356,495.216,3340.55,951.926,7507.626,381.207,680.01,707.012,549.371,2702.947,17708.221,583757.591,414.689,528.675,3171.168,956.96,8538.47,432.585,712.222,797.047,552.63,3012.553,19116.998999999996,638077.206,442.69,562.211,3192.863,915.646,8747.873,482.857,746.065,890.868,588.503,3176.954,19746.530000000002,694130.921,442.173,573.409,4003.981,848.257,9527.542,488.845,728.511,786.996,602.995,2941.958,20944.666999999994,735261.802,306.901,397.207,1858.414,626.394,6776.755,463.727,677.677,538.124,599.586,3300.866,15545.651,701736.016,388.821,507.832,1810.681,669.017,7177.407,532.356,790.03,568.677,601.612,3301.453,16347.885999999999,765125.909,578.227,722.753,1356.704,1047.653,7611.591,599.364,1020.167,712.996,619.595,3429.914,17698.963999999996,857640.660993158,632.156,829.049,1134.654,920.389,6958.165,585.971,1032.784,1042.73,668.025,3507.724,17311.646999999997,878329.8056172025
Millones de pesos a precios corrientes|Nacional|Tlaxcala,93.464,39.995,418.783,486.779,356.506,1083.051,199.494,307.122,210.051,213.962,3409.207,70829.08099999999,89.926,47.256,472.267,513.697,287.872,1088.235,207.34,321.517,214.411,224.542,3467.063,71002.57,97.282,45.651,421.843,445.814,268.657,1197.738,217.147,331.967,210.459,231.535,3468.093,78072.844,106.14,51.124,507.673,454.718,266.84,1299.618,214.995,341.041,214.193,225.406,3681.748,84488.53699999998,114.086,50.352,422.484,497.933,303.835,1439.079,232.942,365.647,225.845,227.463,3879.666,91977.50000000001,120.292,50.792,371.099,459.672,329.848,1503.974,223.13,385.991,227.289,233.239,3905.3259999999996,94035.17400000001,126.628,50.173,372.628,464.687,398.806,1564.109,237.789,387.202,232.885,236.922,4071.829,99329.84499999999,135.069,52.439,440.516,483.192,563.593,1715.357,276.569,425.211,237.613,231.966,4561.525000000001,108595.12900000002,149.254,51.052,418.004,508.189,689.386,1859.018,280.356,421.593,238.595,264.23,4879.677,116124.32,162.139,52.755,392.424,515.63,836.179,2070,285.383,467.167,238.27,238.635,5258.582000000001,127998.622,172.898,60.225,363.963,494.6,835.155,2239.952,297.785,516.09,254.211,222.966,5457.845000000001,138471.82,147.314,53.763,534.617,488.066,894.615,2379.104,292.594,488.025,258.789,252.511,5789.397999999999,143379.708,222.34,237.841,284.266,348.829,715.536,2307.006,258.699,368.453,260.199,236.042,5239.210999999999,136479.844,114.035,63.8,223.898,376.48,752.275,2694.655,309.049,333.795,260.499,248.984,5377.47,151159.075,159.476,69.901,166.721,526.863,820.021,3176.587,403.499,536.017,265.578,251.647,6376.309999999999,169365.4976190448,210.578,138.844,157.426,495.647,749.605,3328.514,378.212,640.488,282.959,279.244,6661.516999999999,178570.61686115
Millones de pesos a precios corrientes|Nacional|Veracruz de Ignacio de la Llave,274.764,275.132,1204.176,1458.752,870.959,1887.832,778.365,993.599,1086.848,1592.809,10423.235999999999,619977.947,267.639,284.007,1339.484,1529.066,892.938,1887.473,805.159,1046.7,1114.827,1689.757,10857.05,632794.411,281.843,298.558,1218.01,1357.851,966.708,2058.504,830.585,1074.446,1107.765,1785.016,10979.286,703669.313,302.524,317.537,1438.355,1392.159,1046.714,2239.413,838.87,1093.363,1135.728,1735.089,11539.752,755901.5220000001,315.76,336.731,1235.013,1510.108,1190.163,2478.18,906.676,1163.303,1199.519,1806.19,12141.643000000002,845230.962,326.348,356.485,1100.861,1414.63,1322.879,2536.734,892.614,1236.709,1217.922,1855.279,12260.461000000001,834661.3030000001,357.005,367.429,1109.533,1429.076,1546.541,2662.984,953.215,1256.109,1256.939,1873.35,12812.181,849302.8999999999,381.882,387.549,1299.977,1484.536,1758.09,2901.682,1073.521,1377.754,1286.895,1820.309,13772.195000000002,875209.804,444.572,408.956,1254.892,1549.211,1869.864,3046.794,1137.017,1380.906,1304.3,1408.483,13804.994999999999,894303.77,435.064,457.57,1207.925,1555.322,1984.286,3340.637,1176.049,1537.449,1317.953,1539.974,14552.229,928456.6969999999,468.613,506.554,1125.343,1489.391,1995.025,3667.657,1231.624,1696.54,1407.933,1675.775,15264.455,985346.044,469.288,563.245,1483.428,1440.614,2128.814,3792.801,1245.265,1715.015,1446.745,1912.703,16197.918,1049274.845,333.895,370.104,704.815,1047.818,1093.191,3484.895,1131.59,1236.763,1447.014,1528.733,12378.818,1004265.612,400.303,462.92,673.074,1123.405,1311.239,4087.26,1317.641,1357.651,1462.94,1605.403,13801.836000000001,1106685.697,570.109,627.498,646.602,1640.405,1727.162,4704.502,1676.4,1679.074,1511.019,1721.49,16504.261000000002,1212371.3089517276,616.175,757.532,609.669,1495.124,1916.883,4841.476,1693.198,2213.641,1634.885,1720.839,17499.422,1286976.0198741786
Millones de pesos a precios corrientes|Nacional|Yucatán,372.521,426.028,586.318,749.497,754.156,2213.973,772.996,479.142,595.292,336.324,7286.247,168159.68399999998,378.231,464.253,663.224,776.896,775.854,2193.729,781.268,504.078,612.621,352.763,7502.9169999999995,175124.943,403.656,493.305,601.337,701.35,765.851,2427.611,800.025,520.947,613.273,367.241,7694.5960000000005,186669.05699999997,404.079,535.006,716.498,722.401,851.196,2654.361,818.842,540.086,630.515,360.783,8233.767,199018.102,453.644,538.723,600.969,777.996,993.854,2878.715,883.262,584.566,666.577,372.892,8751.197999999999,217049.31000000006,478.673,558.713,534.032,736.82,1157.407,2961.851,882.175,610.918,679.857,383.047,8983.493,227640.70899999997,507.12,567.279,532.588,744.294,1527.875,3059.2,948.398,626.283,704.882,390.162,9608.081,243986.48100000003,536.82,587.698,623.694,772.45,1720.009,3452.356,1040.184,685.743,722.663,380.652,10522.269,259517.405,606.602,616.406,601.002,827.689,1632.196,3717.707,1112.721,671.227,734.389,364.211,10884.149999999998,287510.3109999999,604.034,638.033,560.627,839.005,1710.621,3994.234,1176.231,717.189,745.728,436.217,11421.919,317650.52200000006,668.362,718.034,540.118,820.18,1688.117,4537.138,1231.951,794.661,797.18,480.365,12276.106000000002,347299.655,680.117,755.729,733.449,751.38,1651.724,4641.333,1258.418,810.05,823.986,581.152,12687.338,362883.353,502.775,647.156,366.173,559.644,967.337,3752.405,1157.497,722.819,820.687,469.56,9966.053,348215.691,630.084,807.922,343.357,592.973,967.323,4799.939,1324.567,704.506,834.625,465.603,11470.899,390269.504,813.576,949.526,268.22,739.382,1286.147,5371.166,1491.538,1013.651,867.306,497.6,13298.112000000001,440563.87637629843,905.957,1112.592,258.06,652.549,1330.583,5396.421,1577.217,1043.256,945.439,536.786,13758.86,478041.9804729256
Millones de pesos a precios corrientes|Nacional|Zacatecas,208.67,82.601,449.603,402.161,440.008,252.449,182.905,619.674,292.344,525.521,3455.9359999999997,96945.87,202.701,93.5,508.243,422.743,468.077,255.671,189.131,632.255,298.901,537.813,3609.035,107018.118,219,89.872,430.676,369.933,450.246,271.744,196.765,648.081,292.008,543.61,3511.935,121909.321,229.496,81.981,537.884,378.043,527.171,296.128,196.223,683.856,297.169,533.863,3761.8140000000003,137769.97199999998,247.341,84.324,430.335,412.898,544.681,324.019,210.296,754.871,314.433,517.427,3840.6250000000005,148183.56699999998,256.975,80.186,385.379,384.351,601.517,327.135,203.156,780.527,315.522,524.105,3858.853,137779.97300000003,268.209,75.897,392.02,388.47,724.39,344.97,215.852,772.14,323.71,535.672,4041.33,147114.462,281.63,82.91,454.605,403.982,798.927,369.041,249.861,854.059,331.07,526.031,4352.116,158291.10700000002,306.195,90.513,442.465,425.892,768.264,381.044,264.326,843.572,332.825,516.566,4371.662,180907.45599999998,332.823,98.557,415.226,434.844,764.971,436.501,272.884,902.345,332.066,547.992,4538.209,197846.10499999998,354.305,115.677,391.719,419.46,776.726,462.256,286.309,973.217,356.232,572.542,4708.443000000001,208209.524,330.062,88.613,592.344,404.627,733.644,483.369,287.757,1028.475,362.983,498.311,4810.1849999999995,208293.26,422.697,353.428,326.758,290.347,462.796,456.737,256.458,586.246,369.31,599.368,4124.145,216593.683,272.985,77.515,243.595,315.108,476.789,518.056,302.327,515.326,372.964,661.946,3756.611,241662.309,376.412,79.831,144.024,439.572,574.641,595.236,382.864,1172.319,379.317,675.912,4820.128000000001,265281.6333548578,479.273,206.153,128.243,412.87,591.721,593.06,368.802,1104.083,402.176,723.328,5009.709000000001,266693.22066180804
Distribución del sector por áreas generales y contribución del sector en la economía (porcentaje)|Nacional,2.78,4.375,9.953,10.153,14.965,13.112,11.334,5.153,6.176,21.998,100,3.853,2.628,4.383,10.738,10.301,14.57,12.694,11.142,5.202,6.15,22.192,100,4.082,2.809,4.636,9.476,9.355,14.257,13.863,11.438,5.4,6.079,22.687,100,3.731,2.861,4.659,10.945,9.08,14.927,14.412,11.092,5.326,5.861,20.837,100,3.598,2.957,4.791,8.886,9.54,15.734,15.187,11.542,5.531,5.972,19.86,100,3.428,3.027,4.939,8.013,8.851,17.225,15.164,11.392,5.637,5.935,19.817,100,3.435,3.03,4.804,7.662,8.436,19.774,14.821,11.408,5.349,5.739,18.978,100,3.465,3.003,4.74,8.151,8.183,21.052,15.123,11.631,5.41,5.437,17.271,100,3.549,3.35,5.09,7.736,8.435,20.622,15.553,12.103,5.33,5.415,16.367,100,3.352,3.285,5.104,7.015,8.017,21.399,16.1,11.935,5.387,5.15,16.608,100,3.244,3.372,5.328,6.507,7.404,20.784,16.955,11.97,5.611,5.266,16.803,100,3.157,3.307,5.443,8.095,6.93,19.962,17.032,11.713,5.494,5.23,16.794,100,3.147,2.818,4.872,4.767,6.276,16.78,18.954,13.072,5.7,6.356,20.404,100,2.715,3.09,5.238,4.165,6.13,16.513,20.209,13.466,5.545,5.774,19.869,100,2.712,3.936,6.057,3.244,6.986,18.426,19.659,13.313,5.595,5.121,17.664,100,2.812,4.172,6.631,2.965,6.308,17.627,19.045,13.601,6.206,5.308,18.138,100,2.742
